Transaction #,Operation #,Ignore,Datetime,Amount In,Amount Out,Amount currency,Description,Counterparty address,Counterparty name,Transaction hash,Blockchain,Wallet,transfer_from,transfer_to,transfer_amount,token_address,token_symbol,token_name,transfer_type,call,tx_hash,block_number,from_alias,to_alias,timestamp
119,1,True,2024-11-24 19:36:50,,0.0576607717,STRK,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x03971d0c85e92d2aabd4ce7a84ea47eae0862a38ff491d528f667ff23082fca8,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0576607717,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,fee_transfer,transfer,0x03971d0c85e92d2aabd4ce7a84ea47eae0862a38ff491d528f667ff23082fca8,927424,,StarkWare: Sequencer,2024-11-24T19:36:50.000Z
119,3,True,2024-11-24 19:36:50,,44059.2130560000,USDC,Transaction,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,Nostra,0x03971d0c85e92d2aabd4ce7a84ea47eae0862a38ff491d528f667ff23082fca8,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,44059.2130560000,0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8,USDC,USD Coin,execute,transfer,0x03971d0c85e92d2aabd4ce7a84ea47eae0862a38ff491d528f667ff23082fca8,927424,,Nostra Interest Rate Model,2024-11-24T19:36:50.000Z
118,1,True,2024-11-24 19:36:20,,0.4302533844,STRK,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x066a1d42acfa316732865ea930875895d6d0689363c6d33b4a586fcebb20f635,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.4302533844,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,fee_transfer,transfer,0x066a1d42acfa316732865ea930875895d6d0689363c6d33b4a586fcebb20f635,927423,,StarkWare: Sequencer,2024-11-24T19:36:20.000Z
118,2,True,2024-11-24 19:36:20,44059.2130560000,,USDC,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x066a1d42acfa316732865ea930875895d6d0689363c6d33b4a586fcebb20f635,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,44059.2130560000,0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8,USDC,USD Coin,execute,transfer,0x066a1d42acfa316732865ea930875895d6d0689363c6d33b4a586fcebb20f635,927423,,,2024-11-24T19:36:20.000Z
118,3,True,2024-11-24 19:36:20,,13.3236330551,ETH,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x066a1d42acfa316732865ea930875895d6d0689363c6d33b4a586fcebb20f635,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,13.3236330551,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,execute,transfer,0x066a1d42acfa316732865ea930875895d6d0689363c6d33b4a586fcebb20f635,927423,,,2024-11-24T19:36:20.000Z
117,1,True,2024-11-24 19:35:46,,0.0000560342,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x0016a6c176a209bc6dba420c505c6fcc7aa69e9edcd4f2658e599f0133615af6,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000560342,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,execute,transfer,0x0016a6c176a209bc6dba420c505c6fcc7aa69e9edcd4f2658e599f0133615af6,927422,,StarkWare: Sequencer,2024-11-24T19:35:46.000Z
116,1,True,2024-11-24 19:34:46,,0.0000141673,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x061b70b5e98ec372fe2eddcc41925f87106051085670417308e38e67efd43395,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000141673,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x061b70b5e98ec372fe2eddcc41925f87106051085670417308e38e67efd43395,927420,,StarkWare: Sequencer,2024-11-24T19:34:46.000Z
116,2,True,2024-11-24 19:34:46,13.3228223504,,ETH,Transaction,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,Nostra,0x061b70b5e98ec372fe2eddcc41925f87106051085670417308e38e67efd43395,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,13.3228223504,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,execute,transfer,0x061b70b5e98ec372fe2eddcc41925f87106051085670417308e38e67efd43395,927420,Nostra Interest Rate Model,,2024-11-24T19:34:46.000Z
115,1,True,2024-11-24 19:33:12,,0.0000075161,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x04fe84d1cbff7dde12690b499e3f50503bd7c6247dbacee8fbd42927bdcb48ac,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000075161,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x04fe84d1cbff7dde12690b499e3f50503bd7c6247dbacee8fbd42927bdcb48ac,927417,,StarkWare: Sequencer,2024-11-24T19:33:12.000Z
115,2,True,2024-11-24 19:33:12,,2070.0000000000,STRK,Transaction,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,Nostra,0x04fe84d1cbff7dde12690b499e3f50503bd7c6247dbacee8fbd42927bdcb48ac,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,2070.0000000000,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x04fe84d1cbff7dde12690b499e3f50503bd7c6247dbacee8fbd42927bdcb48ac,927417,,Nostra Interest Rate Model,2024-11-24T19:33:12.000Z
114,1,True,2024-11-24 19:32:07,,0.0000057365,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x0102f04cbf012d10b7bb6813d7b1d1454b52b6e3a0d2d7cf754bdb4083a3b7cd,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000057365,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x0102f04cbf012d10b7bb6813d7b1d1454b52b6e3a0d2d7cf754bdb4083a3b7cd,927415,,StarkWare: Sequencer,2024-11-24T19:32:07.000Z
114,2,True,2024-11-24 19:32:07,1273.4223267087,,STRK,Transaction,0x0379cfb191c6243c2c0558bfcb8dedbb673f6f7ad05a22cde5ce4f0d45c2e527,,0x0102f04cbf012d10b7bb6813d7b1d1454b52b6e3a0d2d7cf754bdb4083a3b7cd,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x0379cfb191c6243c2c0558bfcb8dedbb673f6f7ad05a22cde5ce4f0d45c2e527,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,1273.4223267087,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x0102f04cbf012d10b7bb6813d7b1d1454b52b6e3a0d2d7cf754bdb4083a3b7cd,927415,,,2024-11-24T19:32:07.000Z
114,3,True,2024-11-24 19:32:07,801.9884779319,,STRK,Transaction,0x01454c7d2dfd8642725d5d82dc478e61f1a952c3dfd2ab534d80f2d9982bc128,,0x0102f04cbf012d10b7bb6813d7b1d1454b52b6e3a0d2d7cf754bdb4083a3b7cd,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01454c7d2dfd8642725d5d82dc478e61f1a952c3dfd2ab534d80f2d9982bc128,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,801.9884779319,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x0102f04cbf012d10b7bb6813d7b1d1454b52b6e3a0d2d7cf754bdb4083a3b7cd,927415,,,2024-11-24T19:32:07.000Z
113,1,True,2024-11-21 21:13:17,,0.0000044446,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x04ead58a0603a301aa5d1692c0e310555d24000ccf5305f109994dc978c102ec,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000044446,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x04ead58a0603a301aa5d1692c0e310555d24000ccf5305f109994dc978c102ec,919251,,StarkWare: Sequencer,2024-11-21T21:13:17.000Z
113,3,True,2024-11-21 21:13:17,,14656.4869930000,USDC,Transaction,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,Nostra,0x04ead58a0603a301aa5d1692c0e310555d24000ccf5305f109994dc978c102ec,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,14656.4869930000,0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8,USDC,USD Coin,execute,transfer,0x04ead58a0603a301aa5d1692c0e310555d24000ccf5305f109994dc978c102ec,919251,,Nostra Interest Rate Model,2024-11-21T21:13:17.000Z
112,1,True,2024-11-21 21:12:16,,0.0000452577,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x05c87cc5b59fab722c8a8ae923ba28d5f7989cc45f006b24223c2b9a0a1589f3,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000452577,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x05c87cc5b59fab722c8a8ae923ba28d5f7989cc45f006b24223c2b9a0a1589f3,919249,,StarkWare: Sequencer,2024-11-21T21:12:16.000Z
112,2,True,2024-11-21 21:12:16,14656.4869930000,,USDC,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x05c87cc5b59fab722c8a8ae923ba28d5f7989cc45f006b24223c2b9a0a1589f3,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,14656.4869930000,0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8,USDC,USD Coin,execute,transfer,0x05c87cc5b59fab722c8a8ae923ba28d5f7989cc45f006b24223c2b9a0a1589f3,919249,,,2024-11-21T21:12:16.000Z
112,3,True,2024-11-21 21:12:16,,29167.0000000000,STRK,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x05c87cc5b59fab722c8a8ae923ba28d5f7989cc45f006b24223c2b9a0a1589f3,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,29167.0000000000,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x05c87cc5b59fab722c8a8ae923ba28d5f7989cc45f006b24223c2b9a0a1589f3,919249,,,2024-11-21T21:12:16.000Z
111,1,True,2024-11-21 21:11:44,29167.0000000000,,STRK,Transaction,0x035c36258fffc1da38afcab896a0967ee6997157f42311757e808509226fe5a1,,0x024333859399a570caca0237e8327549ca8d893d0883980ce1b4e8c366100f60,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035c36258fffc1da38afcab896a0967ee6997157f42311757e808509226fe5a1,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,29167.0000000000,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,fee_transfer,transfer,0x024333859399a570caca0237e8327549ca8d893d0883980ce1b4e8c366100f60,919248,,,2024-11-21T21:11:44.000Z
110,1,True,2024-11-21 21:09:10,,0.0000562170,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x074669dd404252d27567d5b520fc274c678db33f14ecfc08bf20fc4e99a7ca3c,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000562170,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x074669dd404252d27567d5b520fc274c678db33f14ecfc08bf20fc4e99a7ca3c,919243,,StarkWare: Sequencer,2024-11-21T21:09:10.000Z
110,3,True,2024-11-21 21:09:10,,0.1496158911,ETH,Transaction,0x01583919ffd78e87fa28fdf6b6a805fe3ddf52f754a63721dcd4c258211129a6,,0x074669dd404252d27567d5b520fc274c678db33f14ecfc08bf20fc4e99a7ca3c,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01583919ffd78e87fa28fdf6b6a805fe3ddf52f754a63721dcd4c258211129a6,0.1496158911,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,execute,transfer,0x074669dd404252d27567d5b520fc274c678db33f14ecfc08bf20fc4e99a7ca3c,919243,,,2024-11-21T21:09:10.000Z
110,4,True,2024-11-21 21:09:10,,0.0066260800,WBTC,Transaction,0x01583919ffd78e87fa28fdf6b6a805fe3ddf52f754a63721dcd4c258211129a6,,0x074669dd404252d27567d5b520fc274c678db33f14ecfc08bf20fc4e99a7ca3c,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01583919ffd78e87fa28fdf6b6a805fe3ddf52f754a63721dcd4c258211129a6,0.0066260800,0x03fe2b97c1fd336e750087d68b9b867997fd64a2661ff3ca5a7c771641e8e7ac,WBTC,Wrapped BTC,execute,transfer,0x074669dd404252d27567d5b520fc274c678db33f14ecfc08bf20fc4e99a7ca3c,919243,,,2024-11-21T21:09:10.000Z
109,1,True,2024-11-21 21:08:37,,0.0000044895,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x0286cf414524bfc66702cc6f088dd82ffb70e5b5694bf607d86e1254330cf564,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000044895,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x0286cf414524bfc66702cc6f088dd82ffb70e5b5694bf607d86e1254330cf564,919242,,StarkWare: Sequencer,2024-11-21T21:08:37.000Z
109,2,True,2024-11-21 21:08:37,0.0051503800,,WBTC,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x0286cf414524bfc66702cc6f088dd82ffb70e5b5694bf607d86e1254330cf564,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0.0051503800,0x03fe2b97c1fd336e750087d68b9b867997fd64a2661ff3ca5a7c771641e8e7ac,WBTC,Wrapped BTC,execute,transfer,0x0286cf414524bfc66702cc6f088dd82ffb70e5b5694bf607d86e1254330cf564,919242,,,2024-11-21T21:08:37.000Z
109,3,True,2024-11-21 21:08:37,,999.0000000000,STRK,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x0286cf414524bfc66702cc6f088dd82ffb70e5b5694bf607d86e1254330cf564,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,999.0000000000,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x0286cf414524bfc66702cc6f088dd82ffb70e5b5694bf607d86e1254330cf564,919242,,,2024-11-21T21:08:37.000Z
108,1,True,2024-11-21 21:07:37,,0.0000194180,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x06d953e2e1b942ac77e8734ca708ad704caafae70a997faf903c891bfb0b4353,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000194180,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x06d953e2e1b942ac77e8734ca708ad704caafae70a997faf903c891bfb0b4353,919240,,StarkWare: Sequencer,2024-11-21T21:07:37.000Z
108,2,True,2024-11-21 21:07:37,0.1496670698,,ETH,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x06d953e2e1b942ac77e8734ca708ad704caafae70a997faf903c891bfb0b4353,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0.1496670698,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,execute,transfer,0x06d953e2e1b942ac77e8734ca708ad704caafae70a997faf903c891bfb0b4353,919240,,,2024-11-21T21:07:37.000Z
108,3,True,2024-11-21 21:07:37,,994.4459374749,STRK,Transaction,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,,0x06d953e2e1b942ac77e8734ca708ad704caafae70a997faf903c891bfb0b4353,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x04505a9f06f2bd639b6601f37a4dc0908bb70e8e0e0c34b1220827d64f4fc066,994.4459374749,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x06d953e2e1b942ac77e8734ca708ad704caafae70a997faf903c891bfb0b4353,919240,,,2024-11-21T21:07:37.000Z
107,1,True,2024-11-21 21:06:35,,0.0000013819,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x044f5af6faa7fb0029ad73e809ca07f973d5c436f5755880c6100753b778bd9e,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000013819,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x044f5af6faa7fb0029ad73e809ca07f973d5c436f5755880c6100753b778bd9e,919238,,StarkWare: Sequencer,2024-11-21T21:06:35.000Z
107,2,True,2024-11-21 21:06:35,1181.7720802234,,STRK,Transaction,0x0222a98e045e6befa834f62b6d9377664f8da9dbed2bee7a6f3adebbb31446b4,,0x044f5af6faa7fb0029ad73e809ca07f973d5c436f5755880c6100753b778bd9e,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x0222a98e045e6befa834f62b6d9377664f8da9dbed2bee7a6f3adebbb31446b4,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,1181.7720802234,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x044f5af6faa7fb0029ad73e809ca07f973d5c436f5755880c6100753b778bd9e,919238,,,2024-11-21T21:06:35.000Z
107,3,True,2024-11-21 21:06:35,811.8926512041,,STRK,Transaction,0x031492a73fb3cb526464d5da5f6f48beeff1db41b78948fcae339a57d721ac96,,0x044f5af6faa7fb0029ad73e809ca07f973d5c436f5755880c6100753b778bd9e,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x031492a73fb3cb526464d5da5f6f48beeff1db41b78948fcae339a57d721ac96,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,811.8926512041,0x04718f5a0fc34cc1af16a1cdee98ffb20c31f5cd61d6ab07201858f4287c938d,STRK,Starknet Token,execute,transfer,0x044f5af6faa7fb0029ad73e809ca07f973d5c436f5755880c6100753b778bd9e,919238,,,2024-11-21T21:06:35.000Z
106,1,True,2024-11-14 18:23:24,,0.0000064658,ETH,Transaction,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,Starknet,0x0069f7e54edb7022555f2759df008fd82afc54b51e50016dcb4e69171ebca186,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x01176a1bd84444c89232ec27754698e5d2e7e1a7f1539f12027f28b23ec9f3d8,0.0000064658,0x049d36570d4e46f48e99674bd3fcc84644ddd6b96f7c741b1562b82f9e004dc7,ETH,Ether,fee_transfer,transfer,0x0069f7e54edb7022555f2759df008fd82afc54b51e50016dcb4e69171ebca186,899466,,StarkWare: Sequencer,2024-11-14T18:23:24.000Z
106,3,True,2024-11-14 18:23:24,,10578.7670100000,USDC,Transaction,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,Nostra,0x0069f7e54edb7022555f2759df008fd82afc54b51e50016dcb4e69171ebca186,Starknet,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x035b6530ef09e227ca9f92efb66df12d0da9fface35ecd53b53a918c7d4eaa75,0x059a943ca214c10234b9a3b61c558ac20c005127d183b86a99a8f3c60a08b4ff,10578.7670100000,0x053c91253bc9682c04929ca02ed00b3e423f6710d2ee7e0d5ebb06f3ecf368a8,USDC,USD Coin,execute,transfer,0x0069f7e54edb7022555f2759df008fd82afc54b51e50016dcb4e69171ebca186,899466,,Nostra Interest Rate Model,2024-11-14T18:23:24.000Z
